tRNA	Mouse_Brain_M4_plusAlkB	Mouse_Brain_M5_plusAlkB	Mouse_Brain_M6_plusAlkB	x	x	x	M_dm_Liver_M4_plusAlkB	M_dm_Liver_M5_plusAlkB	M_dm_Liver_M6_plusAlkB
tRNA-Lys-CTT-3-4_wholeprecounts	1.372527575	0	1.587514823	x	x	x	0	4.026932176	2.545098767
tRNA-Lys-CTT-3-4_partialprecounts	24.01923257	24.19595492	15.08139082	x	x	x	6.338656926	5.125186406	5.408334879
tRNA-Lys-CTT-3-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-CTT-3-7_wholeprecounts	0	0.987589997	0.793757411	x	x	x	0	1.464338973	0
tRNA-Lys-CTT-3-7_partialprecounts	8.235165452	3.456564989	7.143816703	x	x	x	6.338656926	0	1.272549383
tRNA-Lys-CTT-3-7_trailercounts	0	0	1.587514823	x	x	x	0	0	0
tRNA-Lys-CTT-3-3_wholeprecounts	2.058791363	0.987589997	3.175029646	x	x	x	0	4.759101663	2.226961421
tRNA-Lys-CTT-3-3_partialprecounts	4.117582726	4.444154986	9.525088938	x	x	x	19.01597078	9.518203326	2.545098767
tRNA-Lys-CTT-3-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-CTT-3-6_wholeprecounts	0.686263788	1.975179994	0	x	x	x	0	1.09825423	2.226961421
tRNA-Lys-CTT-3-6_partialprecounts	4.803846514	2.962769991	4.762544469	x	x	x	0	2.19650846	1.590686729
tRNA-Lys-CTT-3-6_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-CTT-3-2_wholeprecounts	8.235165452	7.406924977	2.381272234	x	x	x	0	0.366084743	3.181373459
tRNA-Lys-CTT-3-2_partialprecounts	47.35220135	47.89811485	71.43816703	x	x	x	25.3546277	7.321694866	8.907845684
tRNA-Lys-CTT-3-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-CTT-3-5_wholeprecounts	0	1.975179994	0	x	x	x	0	0.732169487	0.636274692
tRNA-Lys-CTT-3-5_partialprecounts	5.490110301	2.962769991	4.762544469	x	x	x	0	2.562593203	3.181373459
tRNA-Lys-CTT-3-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-1_partialprecounts	3.431318938	4.937949984	1.587514823	x	x	x	0	1.830423716	1.908824075
tRNA-Lys-TTT-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-2_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-2_partialprecounts	2.058791363	0.493794998	1.587514823	x	x	x	0	0	0
tRNA-Lys-TTT-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-4_wholeprecounts	3.431318938	3.456564989	3.175029646	x	x	x	6.338656926	1.464338973	2.226961421
tRNA-Lys-TTT-1-4_partialprecounts	6.176374089	10.36969497	9.525088938	x	x	x	0	5.491271149	3.499510804
tRNA-Lys-TTT-1-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-3_wholeprecounts	2.058791363	0	1.587514823	x	x	x	0	0.366084743	0.954412038
tRNA-Lys-TTT-1-3_partialprecounts	4.117582726	6.913129978	1.587514823	x	x	x	6.338656926	2.928677946	1.908824075
tRNA-Lys-TTT-1-3_trailercounts	0	0	0	x	x	x	0	1.09825423	0
tRNA-Lys-TTT-1-5_wholeprecounts	0	1.975179994	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-5_partialprecounts	6.176374089	7.406924977	6.350059292	x	x	x	0	2.562593203	3.499510804
tRNA-Lys-TTT-1-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Lys-TTT-1-6_wholeprecounts	2.745055151	0	1.587514823	x	x	x	0	0	1.908824075
tRNA-Lys-TTT-1-6_partialprecounts	6.176374089	6.41933498	13.49387599	x	x	x	0	0.732169487	2.545098767
tRNA-Lys-TTT-1-6_trailercounts	3.431318938	0	0	x	x	x	0	0	0
tRNA-Met-CAT-1-1_wholeprecounts	21.96044121	39.99739487	35.71908352	x	x	x	0	20.86683037	19.72451544
tRNA-Met-CAT-1-1_partialprecounts	126.9588007	114.5604396	115.8885821	x	x	x	44.37059848	48.32318612	44.53922842
tRNA-Met-CAT-1-1_trailercounts	0.686263788	0.493794998	0	x	x	x	6.338656926	0	0.318137346
tRNA-Met-CAT-1-2_wholeprecounts	11.66648439	5.925539981	5.55630188	x	x	x	0	5.125186406	6.680884263
tRNA-Met-CAT-1-2_partialprecounts	68.62637877	59.74919481	45.24417245	x	x	x	38.03194156	28.55460998	31.49559724
tRNA-Met-CAT-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Met-CAT-2-1_wholeprecounts	7.548901664	3.456564989	9.525088938	x	x	x	0	0.366084743	2.226961421
tRNA-Met-CAT-2-1_partialprecounts	5.490110301	19.25800494	15.08139082	x	x	x	6.338656926	4.759101663	6.680884263
tRNA-Met-CAT-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Met-CAT-2-2_wholeprecounts	10.29395682	17.28282495	21.43145011	x	x	x	0	2.928677946	4.772060188
tRNA-Met-CAT-2-2_partialprecounts	13.03901197	12.34487496	25.40023717	x	x	x	19.01597078	12.81296602	12.40735649
tRNA-Met-CAT-2-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Met-CAT-3-1_wholeprecounts	7.548901664	9.875899969	20.6376927	x	x	x	0	2.19650846	1.272549383
tRNA-Met-CAT-3-1_partialprecounts	22.64670499	17.77661994	27.7815094	x	x	x	6.338656926	4.759101663	4.772060188
tRNA-Met-CAT-3-1_trailercounts	3.431318938	0.493794998	0	x	x	x	0	0	0
tRNA-Met-CAT-4-1_wholeprecounts	1.372527575	0	0	x	x	x	0	0	0
tRNA-Met-CAT-4-1_partialprecounts	6.862637877	3.950359988	0.793757411	x	x	x	0	0	0.318137346
tRNA-Met-CAT-4-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Met-CAT-5-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Met-CAT-5-1_partialprecounts	3.431318938	0	3.175029646	x	x	x	6.338656926	1.830423716	2.863236113
tRNA-Met-CAT-5-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Phe-GAA-1-4_wholeprecounts	1.372527575	2.468974992	3.968787057	x	x	x	0	0.366084743	0.318137346
tRNA-Phe-GAA-1-4_partialprecounts	4.803846514	2.962769991	2.381272234	x	x	x	12.67731385	2.19650846	0.318137346
tRNA-Phe-GAA-1-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Phe-GAA-1-5_wholeprecounts	0	0	0.793757411	x	x	x	0	0.366084743	0
tRNA-Phe-GAA-1-5_partialprecounts	0	0	0.793757411	x	x	x	0	0.732169487	0.636274692
tRNA-Phe-GAA-1-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Phe-GAA-1-1_wholeprecounts	4.803846514	9.38210497	5.55630188	x	x	x	0	2.562593203	2.863236113
tRNA-Phe-GAA-1-1_partialprecounts	15.78406712	7.900719975	7.143816703	x	x	x	0	5.857355893	4.453922842
tRNA-Phe-GAA-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Phe-GAA-1-3_wholeprecounts	4.117582726	16.78902995	11.90636117	x	x	x	6.338656926	1.830423716	0.636274692
tRNA-Phe-GAA-1-3_partialprecounts	23.33296878	26.17113492	16.66890564	x	x	x	6.338656926	2.562593203	7.317158955
tRNA-Phe-GAA-1-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Phe-GAA-1-2_wholeprecounts	5.490110301	5.925539981	8.731331526	x	x	x	0	0.732169487	2.226961421
tRNA-Phe-GAA-1-2_partialprecounts	1.372527575	0.987589997	0.793757411	x	x	x	0	1.09825423	1.590686729
tRNA-Phe-GAA-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Phe-GAA-3-1_wholeprecounts	4.117582726	8.394514974	7.937574115	x	x	x	0	1.09825423	0.636274692
tRNA-Phe-GAA-3-1_partialprecounts	5.490110301	13.33246496	7.143816703	x	x	x	0	1.09825423	0.636274692
tRNA-Phe-GAA-3-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-1_partialprecounts	32.25439802	26.17113492	21.43145011	x	x	x	12.67731385	5.491271149	6.680884263
tRNA-Pro-AGG-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-6_wholeprecounts	10.9802206	11.85107996	3.968787057	x	x	x	0	1.830423716	3.181373459
tRNA-Pro-AGG-1-6_partialprecounts	1.372527575	3.456564989	3.175029646	x	x	x	6.338656926	1.09825423	0.954412038
tRNA-Pro-AGG-1-6_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-4_wholeprecounts	3.431318938	4.444154986	3.968787057	x	x	x	12.67731385	0.732169487	3.81764815
tRNA-Pro-AGG-1-4_partialprecounts	1.372527575	2.962769991	2.381272234	x	x	x	6.338656926	0.732169487	0.636274692
tRNA-Pro-AGG-1-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-5_wholeprecounts	0.686263788	0	0.793757411	x	x	x	0	0.732169487	0.954412038
tRNA-Pro-AGG-1-5_partialprecounts	0.686263788	2.962769991	5.55630188	x	x	x	0	2.19650846	0.636274692
tRNA-Pro-AGG-1-5_trailercounts	0.686263788	0	0.793757411	x	x	x	0	0	0
tRNA-Pro-AGG-1-2_wholeprecounts	0	0	0	x	x	x	0	0	0.318137346
tRNA-Pro-AGG-1-2_partialprecounts	0.686263788	8.394514974	3.175029646	x	x	x	0	1.09825423	0.636274692
tRNA-Pro-AGG-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-3_wholeprecounts	1.372527575	0	0	x	x	x	0	0	0
tRNA-Pro-AGG-1-3_partialprecounts	1.372527575	4.444154986	4.762544469	x	x	x	0	1.09825423	2.545098767
tRNA-Pro-AGG-1-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-CGG-1-3_wholeprecounts	7.548901664	0.493794998	3.968787057	x	x	x	0	0.732169487	0
tRNA-Pro-CGG-1-3_partialprecounts	8.92142924	3.950359988	7.143816703	x	x	x	0	0.366084743	0.636274692
tRNA-Pro-CGG-1-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-CGG-1-2_wholeprecounts	2.745055151	4.444154986	5.55630188	x	x	x	0	0.366084743	0.636274692
tRNA-Pro-CGG-1-2_partialprecounts	67.94011498	75.05683976	81.75701338	x	x	x	0	2.562593203	8.907845684
tRNA-Pro-CGG-1-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-CGG-1-1_wholeprecounts	4.803846514	7.900719975	6.350059292	x	x	x	0	1.09825423	1.908824075
tRNA-Pro-CGG-1-1_partialprecounts	6.862637877	7.406924977	15.08139082	x	x	x	12.67731385	0.366084743	1.908824075
tRNA-Pro-CGG-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-1-1_wholeprecounts	0	0.987589997	0.793757411	x	x	x	0	0	0.318137346
tRNA-Pro-TGG-1-1_partialprecounts	9.607693027	3.950359988	6.350059292	x	x	x	19.01597078	0.366084743	0.954412038
tRNA-Pro-TGG-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-2-4_wholeprecounts	10.9802206	14.81384995	8.731331526	x	x	x	0	1.09825423	1.272549383
tRNA-Pro-TGG-2-4_partialprecounts	5.490110301	7.900719975	3.175029646	x	x	x	0	1.830423716	1.590686729
tRNA-Pro-TGG-2-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-2-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-2-1_partialprecounts	3.431318938	0	2.381272234	x	x	x	0	0	1.590686729
tRNA-Pro-TGG-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-2-2_wholeprecounts	0	1.481384995	3.175029646	x	x	x	0	1.09825423	0.636274692
tRNA-Pro-TGG-2-2_partialprecounts	8.92142924	19.75179994	8.731331526	x	x	x	12.67731385	3.660847433	6.044609571
tRNA-Pro-TGG-2-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-2-3_wholeprecounts	0.686263788	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-2-3_partialprecounts	4.117582726	2.962769991	7.143816703	x	x	x	0	0	0.954412038
tRNA-Pro-TGG-2-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-SeC-TCA-1-1_wholeprecounts	0	1.975179994	0	x	x	x	0	0	0
tRNA-SeC-TCA-1-1_partialprecounts	6.176374089	1.975179994	0	x	x	x	0	0.732169487	0.636274692
tRNA-SeC-TCA-1-1_trailercounts	0	0.493794998	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-2_wholeprecounts	0	0	1.587514823	x	x	x	0	1.830423716	0.636274692
tRNA-Ser-AGA-2-2_partialprecounts	17.84285848	8.888309972	16.66890564	x	x	x	0	8.419949096	4.453922842
tRNA-Ser-AGA-2-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-3_wholeprecounts	0.686263788	1.481384995	3.968787057	x	x	x	0	0.732169487	0.954412038
tRNA-Ser-AGA-2-3_partialprecounts	0	0	0	x	x	x	6.338656926	2.562593203	1.590686729
tRNA-Ser-AGA-2-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-4_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-4_partialprecounts	1.372527575	1.975179994	0	x	x	x	0	0.366084743	0
tRNA-Ser-AGA-2-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-5_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-5_partialprecounts	2.745055151	0.987589997	2.381272234	x	x	x	0	0.366084743	0.318137346
tRNA-Ser-AGA-2-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-6_wholeprecounts	0	0.493794998	3.175029646	x	x	x	0	0	0
tRNA-Ser-AGA-2-6_partialprecounts	0	0.493794998	0	x	x	x	6.338656926	0	0.318137346
tRNA-Ser-AGA-2-6_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-2-1_wholeprecounts	0	0	0	x	x	x	0	0.732169487	0.318137346
tRNA-Ser-AGA-2-1_partialprecounts	4.117582726	11.85107996	4.762544469	x	x	x	0	2.19650846	4.135785496
tRNA-Ser-AGA-2-1_trailercounts	0	0	0	x	x	x	0	0	0.954412038
tRNA-Ser-CGA-1-1_wholeprecounts	23.33296878	15.30764495	7.143816703	x	x	x	0	1.09825423	1.272549383
tRNA-Ser-CGA-1-1_partialprecounts	45.97967377	57.28021982	39.68787057	x	x	x	6.338656926	6.955610123	4.453922842
tRNA-Ser-CGA-1-1_trailercounts	0	0	0.793757411	x	x	x	0	0	0
tRNA-Ser-CGA-2-1_wholeprecounts	10.29395682	9.875899969	7.143816703	x	x	x	0	2.562593203	0.318137346
tRNA-Ser-CGA-2-1_partialprecounts	42.54835484	36.54082989	46.03792987	x	x	x	6.338656926	1.09825423	0.954412038
tRNA-Ser-CGA-2-1_trailercounts	0	0.493794998	0.793757411	x	x	x	0	0	0
tRNA-Ser-CGA-3-1_wholeprecounts	7.548901664	28.64010991	6.350059292	x	x	x	0	2.19650846	0.636274692
tRNA-Ser-CGA-3-1_partialprecounts	45.29340999	43.94775486	49.21295951	x	x	x	0	2.562593203	4.772060188
tRNA-Ser-CGA-3-1_trailercounts	2.745055151	3.950359988	8.731331526	x	x	x	0	0.366084743	1.908824075
tRNA-Ser-GCT-1-1_wholeprecounts	3.431318938	0.493794998	3.968787057	x	x	x	0	0.366084743	0.954412038
tRNA-Ser-GCT-1-1_partialprecounts	5.490110301	6.913129978	9.525088938	x	x	x	0	0.732169487	0.954412038
tRNA-Ser-GCT-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-GCT-2-1_wholeprecounts	8.235165452	11.85107996	13.49387599	x	x	x	0	7.321694866	4.453922842
tRNA-Ser-GCT-2-1_partialprecounts	68.62637877	54.81124483	57.94429104	x	x	x	19.01597078	17.20598293	11.7710818
tRNA-Ser-GCT-2-1_trailercounts	0	1.481384995	0	x	x	x	0	0.366084743	0
tRNA-Ser-GCT-3-1_wholeprecounts	45.29340999	53.32985983	50.00671692	x	x	x	12.67731385	2.562593203	1.908824075
tRNA-Ser-GCT-3-1_partialprecounts	19.21538605	18.76420994	18.25642046	x	x	x	0	1.09825423	0.636274692
tRNA-Ser-GCT-3-1_trailercounts	2.058791363	3.950359988	3.175029646	x	x	x	0	0	0
tRNA-Ser-GCT-4-1_wholeprecounts	48.72472892	58.76160482	48.4192021	x	x	x	6.338656926	9.518203326	6.999021609
tRNA-Ser-GCT-4-1_partialprecounts	34.31318938	32.0966749	42.06914281	x	x	x	6.338656926	7.687779609	5.408334879
tRNA-Ser-GCT-4-1_trailercounts	12.35274818	10.86348997	9.525088938	x	x	x	0	2.19650846	1.272549383
tRNA-Ser-GCT-4-3_wholeprecounts	3.431318938	0	0	x	x	x	6.338656926	0.366084743	0
tRNA-Ser-GCT-4-3_partialprecounts	17.84285848	8.394514974	11.90636117	x	x	x	0	0.732169487	2.863236113
tRNA-Ser-GCT-4-3_trailercounts	3.431318938	5.431744983	3.968787057	x	x	x	12.67731385	2.19650846	4.772060188
tRNA-Ser-GCT-4-2_wholeprecounts	0.686263788	0	3.175029646	x	x	x	0	0.732169487	2.226961421
tRNA-Ser-GCT-4-2_partialprecounts	2.058791363	4.937949984	0	x	x	x	0	1.09825423	2.545098767
tRNA-Ser-GCT-4-2_trailercounts	0.686263788	0	1.587514823	x	x	x	0	1.464338973	0
tRNA-Ser-TGA-1-1_wholeprecounts	13.72527575	6.913129978	1.587514823	x	x	x	0	2.562593203	3.181373459
tRNA-Ser-TGA-1-1_partialprecounts	17.84285848	12.83866996	27.7815094	x	x	x	6.338656926	4.759101663	1.908824075
tRNA-Ser-TGA-1-1_trailercounts	0	0.493794998	1.587514823	x	x	x	0	0	0.636274692
tRNA-Ser-TGA-2-2_wholeprecounts	0	0	0	x	x	x	0	0	0.318137346
tRNA-Ser-TGA-2-2_partialprecounts	1.372527575	2.468974992	3.175029646	x	x	x	6.338656926	2.19650846	0.954412038
tRNA-Ser-TGA-2-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-1-2_wholeprecounts	0	1.975179994	0	x	x	x	0	1.09825423	0.954412038
tRNA-Thr-AGT-1-2_partialprecounts	15.09780333	10.36969497	14.28763341	x	x	x	0	0.366084743	6.362746917
tRNA-Thr-AGT-1-2_trailercounts	2.745055151	2.962769991	3.968787057	x	x	x	0	1.09825423	0.636274692
tRNA-Thr-AGT-1-1_wholeprecounts	7.548901664	16.29523495	10.31884635	x	x	x	0	2.562593203	3.499510804
tRNA-Thr-AGT-1-1_partialprecounts	14.41153954	11.85107996	22.22520752	x	x	x	12.67731385	5.125186406	5.408334879
tRNA-Thr-AGT-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-1-3_wholeprecounts	0.686263788	0	4.762544469	x	x	x	0	1.830423716	1.272549383
tRNA-Thr-AGT-1-3_partialprecounts	8.92142924	8.888309972	9.525088938	x	x	x	0	1.09825423	1.908824075
tRNA-Thr-AGT-1-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-2-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-2-1_partialprecounts	0	4.444154986	0	x	x	x	0	0.366084743	1.272549383
tRNA-Thr-AGT-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-3-1_wholeprecounts	0	1.975179994	0	x	x	x	0	0	0
tRNA-Thr-AGT-3-1_partialprecounts	31.56813423	40.49118987	17.46266305	x	x	x	0	3.29476269	1.590686729
tRNA-Thr-AGT-3-1_trailercounts	0	0.987589997	0	x	x	x	0	0	0
tRNA-Thr-AGT-5-1_wholeprecounts	2.058791363	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-5-1_partialprecounts	2.058791363	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-5-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-AGT-6-1_wholeprecounts	0	0.987589997	0	x	x	x	0	0	0
tRNA-Thr-AGT-6-1_partialprecounts	3.431318938	0.987589997	0.793757411	x	x	x	0	0	0
tRNA-Thr-AGT-6-1_trailercounts	0	1.975179994	0	x	x	x	0	0	0
tRNA-Thr-CGT-1-1_wholeprecounts	0	0	0.793757411	x	x	x	0	1.09825423	0.318137346
tRNA-Thr-CGT-1-1_partialprecounts	62.45000468	50.36708984	49.21295951	x	x	x	6.338656926	13.17905076	10.18039507
tRNA-Thr-CGT-1-1_trailercounts	8.92142924	7.900719975	9.525088938	x	x	x	12.67731385	3.660847433	7.317158955
tRNA-Thr-CGT-2-1_wholeprecounts	4.803846514	2.962769991	1.587514823	x	x	x	6.338656926	0.732169487	1.590686729
tRNA-Thr-CGT-2-1_partialprecounts	34.99945317	31.6028799	26.19399458	x	x	x	6.338656926	7.321694866	12.40735649
tRNA-Thr-CGT-2-1_trailercounts	0.686263788	0.987589997	0.793757411	x	x	x	6.338656926	0	0
tRNA-Thr-CGT-3-1_wholeprecounts	3.431318938	0.493794998	0	x	x	x	0	0	0
tRNA-Thr-CGT-3-1_partialprecounts	5.490110301	1.975179994	7.143816703	x	x	x	0	0	0
tRNA-Thr-CGT-3-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-CGT-4-1_wholeprecounts	2.058791363	0.987589997	5.55630188	x	x	x	0	0	0
tRNA-Thr-CGT-4-1_partialprecounts	27.45055151	26.66492992	33.33781128	x	x	x	0	0	0
tRNA-Thr-CGT-4-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-TGT-1-1_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-TGT-1-1_partialprecounts	1.372527575	1.481384995	0.793757411	x	x	x	0	0	0
tRNA-Thr-TGT-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Thr-TGT-2-1_wholeprecounts	1.372527575	3.950359988	1.587514823	x	x	x	0	0	0
tRNA-Thr-TGT-2-1_partialprecounts	11.66648439	9.38210497	8.731331526	x	x	x	0	4.759101663	1.908824075
tRNA-Thr-TGT-2-1_trailercounts	0	0	0.793757411	x	x	x	0	0	0.318137346
tRNA-Thr-TGT-3-1_wholeprecounts	1.372527575	0.987589997	4.762544469	x	x	x	0	0.732169487	1.272549383
tRNA-Thr-TGT-3-1_partialprecounts	13.72527575	10.36969497	11.11260376	x	x	x	0	5.857355893	1.908824075
tRNA-Thr-TGT-3-1_trailercounts	0	0	0	x	x	x	0	0.732169487	0
tRNA-Thr-TGT-3-2_wholeprecounts	10.29395682	18.27041494	8.731331526	x	x	x	0	1.464338973	0.636274692
tRNA-Thr-TGT-3-2_partialprecounts	24.01923257	20.24559494	25.40023717	x	x	x	12.67731385	1.830423716	3.181373459
tRNA-Thr-TGT-3-2_trailercounts	0.686263788	0	0	x	x	x	0	0	0
tRNA-Trp-CCA-1-1_wholeprecounts	0	1.481384995	0.793757411	x	x	x	0	0	0
tRNA-Trp-CCA-1-1_partialprecounts	0.686263788	2.962769991	1.587514823	x	x	x	0	0	0
tRNA-Trp-CCA-1-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Trp-CCA-2-1_wholeprecounts	0.686263788	3.950359988	3.175029646	x	x	x	0	5.491271149	0.318137346
tRNA-Trp-CCA-2-1_partialprecounts	42.54835484	25.67733992	27.7815094	x	x	x	12.67731385	5.857355893	3.499510804
tRNA-Trp-CCA-2-1_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Trp-CCA-3-1_wholeprecounts	0	1.975179994	6.350059292	x	x	x	0	1.464338973	3.181373459
tRNA-Trp-CCA-3-1_partialprecounts	12.35274818	35.05944489	47.62544469	x	x	x	0	5.125186406	7.6352963
tRNA-Trp-CCA-3-1_trailercounts	0	0	0	x	x	x	0	0	0.318137346
tRNA-Trp-CCA-3-2_wholeprecounts	1.372527575	1.481384995	6.350059292	x	x	x	0	2.928677946	1.908824075
tRNA-Trp-CCA-3-2_partialprecounts	0.686263788	2.962769991	0	x	x	x	6.338656926	6.223440636	0.954412038
tRNA-Trp-CCA-3-2_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Trp-CCA-4-1_wholeprecounts	3.431318938	1.975179994	2.381272234	x	x	x	0	0	0.318137346
tRNA-Trp-CCA-4-1_partialprecounts	7.548901664	2.468974992	7.143816703	x	x	x	6.338656926	0	0.636274692
tRNA-Trp-CCA-4-1_trailercounts	0	0.493794998	0.793757411	x	x	x	0	0	0.318137346
tRNA-Trp-CCA-4-2_wholeprecounts	0	0	0	x	x	x	0	1.464338973	0
tRNA-Trp-CCA-4-2_partialprecounts	0.686263788	0	3.175029646	x	x	x	0	1.09825423	1.590686729
tRNA-Trp-CCA-4-2_trailercounts	0	0	0.793757411	x	x	x	0	1.09825423	0
tRNA-Trp-CCA-5-1_wholeprecounts	3.431318938	2.962769991	2.381272234	x	x	x	6.338656926	1.464338973	3.181373459
tRNA-Trp-CCA-5-1_partialprecounts	8.92142924	6.913129978	1.587514823	x	x	x	6.338656926	0.732169487	4.772060188
tRNA-Trp-CCA-5-1_trailercounts	0.686263788	0	0	x	x	x	0	0	0
tRNA-Tyr-GTA-1-5_wholeprecounts	0	0	0.793757411	x	x	x	0	0	0
tRNA-Tyr-GTA-1-5_partialprecounts	6.862637877	1.975179994	1.587514823	x	x	x	0	0.732169487	1.272549383
tRNA-Tyr-GTA-1-5_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Tyr-GTA-1-3_wholeprecounts	0	0	0	x	x	x	0	0	0
tRNA-Tyr-GTA-1-3_partialprecounts	0	0	2.381272234	x	x	x	0	0	0
tRNA-Tyr-GTA-1-3_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Tyr-GTA-1-1_wholeprecounts	0	0	0	x	x	x	0	1.09825423	0
tRNA-Tyr-GTA-1-1_partialprecounts	7.548901664	0.987589997	1.587514823	x	x	x	0	0.366084743	1.272549383
tRNA-Tyr-GTA-1-1_trailercounts	2.058791363	0	0	x	x	x	0	0	0
tRNA-Tyr-GTA-1-4_wholeprecounts	6.176374089	0	5.55630188	x	x	x	0	2.928677946	1.272549383
tRNA-Tyr-GTA-1-4_partialprecounts	11.66648439	1.975179994	12.70011858	x	x	x	31.69328463	12.08079653	13.04363118
tRNA-Tyr-GTA-1-4_trailercounts	0	0	0	x	x	x	0	0	0
tRNA-Tyr-GTA-2-1_wholeprecounts	69.99890634	57.28021982	71.43816703	x	x	x	12.67731385	2.19650846	7.953433646
tRNA-Tyr-GTA-2-1_partialprecounts	264.897822	207.8876943	272.2587921	x	x	x	82.40254004	59.30572841	76.9892377
tRNA-Tyr-GTA-2-1_trailercounts	6.862637877	1.481384995	3.175029646	x	x	x	0	0	0
tRNA-Tyr-GTA-3-2_wholeprecounts	11.66648439	10.36969497	3.968787057	x	x	x	0	1.830423716	1.908824075
tRNA-Tyr-GTA-3-2_partialprecounts	50.78352029	65.18093979	62.70683551	x	x	x	19.01597078	16.10772871	10.81666976
tRNA-Tyr-GTA-3-2_trailercounts	0	0.987589997	1.587514823	x	x	x	0	1.830423716	0
